source_row,fold,role
19133,2,validation
19595,2,validation
19643,2,validation
19998,2,validation
20105,2,validation
21104,2,validation
21113,2,validation
21349,2,validation
21537,2,validation
102,2,validation
632,2,validation
1011,2,validation
1211,2,validation
1708,2,validation
1809,2,validation
2443,2,validation
2522,2,validation
2554,2,validation
2669,2,validation
2907,2,validation
3321,2,validation
4325,2,validation
4336,2,validation
4422,2,validation
4953,2,validation
5152,2,validation
5477,2,validation
5522,2,validation
6008,2,validation
6181,2,validation
6570,2,validation
6730,2,validation
6872,2,validation
7064,2,validation
7102,2,validation
7345,2,validation
7426,2,validation
7489,2,validation
8356,2,validation
8633,2,validation
8786,2,validation
9052,2,validation
9792,2,validation
10112,2,validation
10315,2,validation
10373,2,validation
10604,2,validation
11206,2,validation
11518,2,validation
11969,2,validation
12041,2,validation
12894,2,validation
13163,2,validation
13223,2,validation
13716,2,validation
13973,2,validation
14021,2,validation
14207,2,validation
14240,2,validation
14445,2,validation
14452,2,validation
14744,2,validation
15086,2,validation
15620,2,validation
15704,2,validation
16514,2,validation
16563,2,validation
17905,2,validation
18114,2,validation
18225,2,validation
18878,2,validation
19331,2,validation
19690,2,validation
20430,2,validation
20661,2,validation
20872,2,validation
20915,2,validation
4967,2,validation
5307,2,validation
5318,2,validation
9093,2,validation
2534,2,validation
4051,2,validation
4529,2,validation
6624,2,validation
741,2,validation
840,2,validation
1145,2,validation
1191,2,validation
1961,2,validation
2076,2,validation
2084,2,validation
2268,2,validation
2438,2,validation
2699,2,validation
2874,2,validation
3102,2,validation
3468,2,validation
3487,2,validation
4104,2,validation
4313,2,validation
4373,2,validation
4747,2,validation
5006,2,validation
5223,2,validation
5315,2,validation
5448,2,validation
5618,2,validation
5953,2,validation
6948,2,validation
7031,2,validation
7330,2,validation
7497,2,validation
8107,2,validation
8217,2,validation
8879,2,validation
9161,2,validation
9266,2,validation
9293,2,validation
9601,2,validation
9922,2,validation
10349,2,validation
10411,2,validation
11256,2,validation
11470,2,validation
11787,2,validation
12345,2,validation
12586,2,validation
12874,2,validation
13101,2,validation
13941,2,validation
14063,2,validation
14290,2,validation
14519,2,validation
14964,2,validation
15016,2,validation
15781,2,validation
15841,2,validation
15957,2,validation
16094,2,validation
16127,2,validation
16539,2,validation
17692,2,validation
17913,2,validation
18398,2,validation
18649,2,validation
18688,2,validation
18862,2,validation
19112,2,validation
19329,2,validation
19614,2,validation
19951,2,validation
20062,2,validation
20468,2,validation
20541,2,validation
20604,2,validation
20888,2,validation
20945,2,validation
21115,2,validation
21413,2,validation
21515,2,validation
21545,2,validation
262,2,validation
488,2,validation
564,2,validation
1404,2,validation
2319,2,validation
3232,2,validation
3237,2,validation
4264,2,validation
4319,2,validation
4941,2,validation
5016,2,validation
5022,2,validation
5061,2,validation
5110,2,validation
5162,2,validation
5555,2,validation
5676,2,validation
6543,2,validation
6763,2,validation
6790,2,validation
7146,2,validation
7279,2,validation
7367,2,validation
7453,2,validation
8404,2,validation
8815,2,validation
9134,2,validation
9137,2,validation
9564,2,validation
10522,2,validation
10599,2,validation
11087,2,validation
11219,2,validation
11280,2,validation
11315,2,validation
11350,2,validation
13138,2,validation
13448,2,validation
13461,2,validation
13577,2,validation
13710,2,validation
14662,2,validation
14676,2,validation
14905,2,validation
15162,2,validation
15317,2,validation
15403,2,validation
15587,2,validation
16030,2,validation
16102,2,validation
16502,2,validation
16656,2,validation
16888,2,validation
17671,2,validation
17907,2,validation
18599,2,validation
18645,2,validation
18932,2,validation
19036,2,validation
19446,2,validation
20021,2,validation
20469,2,validation
21074,2,validation
21282,2,validation
21357,2,validation
562,2,validation
575,2,validation
764,2,validation
1195,2,validation
1273,2,validation
1313,2,validation
2011,2,validation
2347,2,validation
2430,2,validation
2441,2,validation
3173,2,validation
3238,2,validation
3939,2,validation
3945,2,validation
5183,2,validation
6807,2,validation
7205,2,validation
7209,2,validation
7305,2,validation
7814,2,validation
8148,2,validation
8161,2,validation
8499,2,validation
8603,2,validation
9330,2,validation
9451,2,validation
9503,2,validation
9512,2,validation
9971,2,validation
9989,2,validation
10027,2,validation
10100,2,validation
10175,2,validation
10198,2,validation
10238,2,validation
10318,2,validation
10783,2,validation
10982,2,validation
11285,2,validation
11449,2,validation
11898,2,validation
11987,2,validation
12164,2,validation
12235,2,validation
12314,2,validation
12727,2,validation
13318,2,validation
13708,2,validation
13810,2,validation
14062,2,validation
15095,2,validation
15184,2,validation
15195,2,validation
15359,2,validation
15879,2,validation
16587,2,validation
16680,2,validation
16833,2,validation
17588,2,validation
18021,2,validation
18998,2,validation
20245,2,validation
21266,2,validation
21396,2,validation
569,2,validation
1004,2,validation
1482,2,validation
2019,2,validation
2293,2,validation
2546,2,validation
3465,2,validation
3732,2,validation
3768,2,validation
4151,2,validation
4749,2,validation
4943,2,validation
6391,2,validation
7075,2,validation
7173,2,validation
7857,2,validation
8121,2,validation
8259,2,validation
8535,2,validation
8688,2,validation
9049,2,validation
9109,2,validation
9242,2,validation
9454,2,validation
9894,2,validation
10021,2,validation
10421,2,validation
10923,2,validation
11741,2,validation
11769,2,validation
11878,2,validation
12084,2,validation
12101,2,validation
12111,2,validation
12558,2,validation
12601,2,validation
12695,2,validation
12812,2,validation
14265,2,validation
14467,2,validation
14558,2,validation
14690,2,validation
14857,2,validation
15281,2,validation
15336,2,validation
15354,2,validation
15423,2,validation
15840,2,validation
16082,2,validation
16231,2,validation
16264,2,validation
16495,2,validation
16527,2,validation
17458,2,validation
17942,2,validation
18058,2,validation
18059,2,validation
18103,2,validation
18664,2,validation
19400,2,validation
19420,2,validation
19514,2,validation
20077,2,validation
20558,2,validation
20577,2,validation
20811,2,validation
21433,2,validation
422,2,validation
703,2,validation
878,2,validation
1096,2,validation
1983,2,validation
2802,2,validation
3035,2,validation
3383,2,validation
3572,2,validation
3813,2,validation
4528,2,validation
5881,2,validation
6188,2,validation
6731,2,validation
6737,2,validation
6827,2,validation
7028,2,validation
8885,2,validation
9752,2,validation
11229,2,validation
12324,2,validation
12885,2,validation
13058,2,validation
13557,2,validation
15029,2,validation
15088,2,validation
15278,2,validation
15803,2,validation
16136,2,validation
16533,2,validation
16990,2,validation
17467,2,validation
17493,2,validation
17512,2,validation
17707,2,validation
18238,2,validation
18514,2,validation
19047,2,validation
19581,2,validation
19617,2,validation
20647,2,validation
21352,2,validation
1621,2,validation
3096,2,validation
7536,2,validation
16707,2,validation
17165,2,validation
18258,2,validation
18733,2,validation
1904,2,validation
19170,2,validation
81,2,validation
715,2,validation
816,2,validation
1156,2,validation
1217,2,validation
1785,2,validation
1868,2,validation
2089,2,validation
2119,2,validation
2749,2,validation
3489,2,validation
3624,2,validation
3864,2,validation
4256,2,validation
5215,2,validation
5377,2,validation
5765,2,validation
6094,2,validation
6207,2,validation
6229,2,validation
6249,2,validation
6284,2,validation
7809,2,validation
7840,2,validation
8025,2,validation
8417,2,validation
8506,2,validation
8560,2,validation
9087,2,validation
9238,2,validation
9580,2,validation
10377,2,validation
10598,2,validation
10863,2,validation
10915,2,validation
11356,2,validation
12156,2,validation
13175,2,validation
13497,2,validation
13763,2,validation
13813,2,validation
14069,2,validation
14318,2,validation
14329,2,validation
14500,2,validation
15348,2,validation
15934,2,validation
16228,2,validation
16287,2,validation
16709,2,validation
16734,2,validation
17327,2,validation
17803,2,validation
18227,2,validation
18424,2,validation
19103,2,validation
19652,2,validation
19789,2,validation
19843,2,validation
19955,2,validation
20041,2,validation
20067,2,validation
20110,2,validation
20553,2,validation
20685,2,validation
20877,2,validation
20907,2,validation
94,2,validation
373,2,validation
418,2,validation
815,2,validation
1268,2,validation
1372,2,validation
1924,2,validation
2523,2,validation
2660,2,validation
2695,2,validation
3103,2,validation
3925,2,validation
4031,2,validation
4064,2,validation
4159,2,validation
4881,2,validation
5236,2,validation
5565,2,validation
5717,2,validation
5752,2,validation
6047,2,validation
6520,2,validation
7217,2,validation
7594,2,validation
9328,2,validation
9754,2,validation
9854,2,validation
11710,2,validation
12025,2,validation
12231,2,validation
12503,2,validation
12560,2,validation
12719,2,validation
12749,2,validation
12896,2,validation
13335,2,validation
13466,2,validation
13514,2,validation
13738,2,validation
13828,2,validation
13902,2,validation
15180,2,validation
15330,2,validation
15667,2,validation
15974,2,validation
16354,2,validation
16581,2,validation
17251,2,validation
17490,2,validation
18264,2,validation
18386,2,validation
18394,2,validation
18498,2,validation
18671,2,validation
19621,2,validation
19712,2,validation
19734,2,validation
19947,2,validation
20267,2,validation
20420,2,validation
20473,2,validation
20884,2,validation
21320,2,validation
2145,2,validation
2301,2,validation
2380,2,validation
3361,2,validation
4083,2,validation
6132,2,validation
6257,2,validation
6843,2,validation
9673,2,validation
9862,2,validation
10049,2,validation
10308,2,validation
10410,2,validation
10579,2,validation
10727,2,validation
11213,2,validation
11873,2,validation
12243,2,validation
13147,2,validation
13563,2,validation
13618,2,validation
13720,2,validation
15363,2,validation
15444,2,validation
16131,2,validation
16319,2,validation
18500,2,validation
18960,2,validation
19024,2,validation
21551,2,validation
868,2,validation
1871,2,validation
2427,2,validation
2789,2,validation
2799,2,validation
2941,2,validation
3995,2,validation
4372,2,validation
5207,2,validation
5325,2,validation
5339,2,validation
5619,2,validation
6382,2,validation
6513,2,validation
6896,2,validation
7101,2,validation
7603,2,validation
7638,2,validation
8247,2,validation
9436,2,validation
9785,2,validation
10412,2,validation
10681,2,validation
11596,2,validation
12846,2,validation
13110,2,validation
13321,2,validation
15476,2,validation
16050,2,validation
16526,2,validation
16762,2,validation
17008,2,validation
17049,2,validation
17435,2,validation
19670,2,validation
21042,2,validation
21194,2,validation
14621,2,validation
15216,2,validation
346,2,validation
696,2,validation
1157,2,validation
1263,2,validation
1424,2,validation
2442,2,validation
2463,2,validation
3426,2,validation
3705,2,validation
3776,2,validation
4032,2,validation
4324,2,validation
4878,2,validation
5363,2,validation
5952,2,validation
6602,2,validation
6877,2,validation
7843,2,validation
7948,2,validation
8291,2,validation
8863,2,validation
9074,2,validation
9200,2,validation
9269,2,validation
9428,2,validation
10723,2,validation
10761,2,validation
11088,2,validation
11150,2,validation
11555,2,validation
11839,2,validation
11992,2,validation
12491,2,validation
12513,2,validation
13727,2,validation
14033,2,validation
14077,2,validation
14932,2,validation
14972,2,validation
15948,2,validation
15983,2,validation
16390,2,validation
16455,2,validation
16500,2,validation
16573,2,validation
16957,2,validation
16992,2,validation
17775,2,validation
17992,2,validation
18212,2,validation
18747,2,validation
18951,2,validation
18999,2,validation
19254,2,validation
19579,2,validation
20209,2,validation
20270,2,validation
20566,2,validation
20816,2,validation
20862,2,validation
20980,2,validation
21028,2,validation
21163,2,validation
21213,2,validation
37,2,validation
1013,2,validation
1058,2,validation
1107,2,validation
1484,2,validation
1538,2,validation
2461,2,validation
3059,2,validation
3369,2,validation
4209,2,validation
4216,2,validation
4782,2,validation
4914,2,validation
5208,2,validation
6100,2,validation
7040,2,validation
7343,2,validation
7568,2,validation
8072,2,validation
8459,2,validation
8531,2,validation
9131,2,validation
9430,2,validation
9783,2,validation
10254,2,validation
10427,2,validation
10502,2,validation
10635,2,validation
11026,2,validation
11768,2,validation
12044,2,validation
12662,2,validation
13455,2,validation
17051,2,validation
17453,2,validation
17753,2,validation
18199,2,validation
18875,2,validation
19390,2,validation
19496,2,validation
19837,2,validation
20171,2,validation
21293,2,validation
52,2,validation
451,2,validation
566,2,validation
1139,2,validation
1692,2,validation
3004,2,validation
3403,2,validation
3480,2,validation
3633,2,validation
3803,2,validation
4081,2,validation
4882,2,validation
5574,2,validation
6500,2,validation
7372,2,validation
7526,2,validation
7878,2,validation
8393,2,validation
8626,2,validation
9069,2,validation
9263,2,validation
9850,2,validation
12746,2,validation
12892,2,validation
12984,2,validation
13076,2,validation
13152,2,validation
13749,2,validation
15126,2,validation
15572,2,validation
16205,2,validation
16303,2,validation
16936,2,validation
17365,2,validation
17507,2,validation
18433,2,validation
18462,2,validation
18666,2,validation
18935,2,validation
18976,2,validation
19293,2,validation
19375,2,validation
19607,2,validation
19952,2,validation
21549,2,validation
120,2,validation
171,2,validation
574,2,validation
658,2,validation
718,2,validation
1734,2,validation
1851,2,validation
2046,2,validation
2794,2,validation
3604,2,validation
4856,2,validation
5321,2,validation
6053,2,validation
6633,2,validation
7597,2,validation
7971,2,validation
8302,2,validation
8872,2,validation
8932,2,validation
9486,2,validation
9711,2,validation
9875,2,validation
10296,2,validation
10758,2,validation
11155,2,validation
11447,2,validation
11515,2,validation
12020,2,validation
12634,2,validation
13412,2,validation
13908,2,validation
14380,2,validation
14530,2,validation
14685,2,validation
15024,2,validation
15141,2,validation
16077,2,validation
18123,2,validation
18181,2,validation
18245,2,validation
18271,2,validation
18658,2,validation
19257,2,validation
19910,2,validation
21189,2,validation
71,2,validation
130,2,validation
417,2,validation
685,2,validation
1135,2,validation
1557,2,validation
1654,2,validation
1746,2,validation
1976,2,validation
2552,2,validation
2816,2,validation
3549,2,validation
4227,2,validation
4265,2,validation
5303,2,validation
5827,2,validation
5919,2,validation
6358,2,validation
6423,2,validation
7077,2,validation
7121,2,validation
7267,2,validation
7316,2,validation
7564,2,validation
7700,2,validation
7955,2,validation
8368,2,validation
9364,2,validation
9886,2,validation
10102,2,validation
10176,2,validation
11358,2,validation
11735,2,validation
13092,2,validation
13961,2,validation
14433,2,validation
14493,2,validation
14835,2,validation
15131,2,validation
15353,2,validation
15379,2,validation
15652,2,validation
16135,2,validation
17033,2,validation
17303,2,validation
17455,2,validation
18235,2,validation
18349,2,validation
18504,2,validation
18708,2,validation
18726,2,validation
18872,2,validation
19022,2,validation
19543,2,validation
19587,2,validation
20534,2,validation
21196,2,validation
21391,2,validation
21484,2,validation
469,2,validation
1108,2,validation
2234,2,validation
2333,2,validation
3049,2,validation
3088,2,validation
3454,2,validation
3613,2,validation
4058,2,validation
4235,2,validation
4664,2,validation
5499,2,validation
6346,2,validation
8087,2,validation
8873,2,validation
8991,2,validation
9034,2,validation
9728,2,validation
9964,2,validation
12735,2,validation
12736,2,validation
12785,2,validation
12789,2,validation
13220,2,validation
15090,2,validation
15238,2,validation
15982,2,validation
17234,2,validation
17324,2,validation
17506,2,validation
17966,2,validation
17998,2,validation
18576,2,validation
18983,2,validation
19105,2,validation
19208,2,validation
19294,2,validation
19765,2,validation
20022,2,validation
20397,2,validation
20411,2,validation
20437,2,validation
179,2,validation
423,2,validation
468,2,validation
768,2,validation
803,2,validation
839,2,validation
1194,2,validation
1465,2,validation
1630,2,validation
1668,2,validation
2656,2,validation
3541,2,validation
4972,2,validation
5826,2,validation
6176,2,validation
7310,2,validation
7387,2,validation
7473,2,validation
7665,2,validation
8785,2,validation
8813,2,validation
8852,2,validation
9056,2,validation
9714,2,validation
10146,2,validation
10276,2,validation
10331,2,validation
10393,2,validation
10991,2,validation
11034,2,validation
11486,2,validation
11908,2,validation
11957,2,validation
12538,2,validation
13174,2,validation
13295,2,validation
14658,2,validation
15392,2,validation
15504,2,validation
16156,2,validation
16406,2,validation
16697,2,validation
16721,2,validation
17080,2,validation
17469,2,validation
17548,2,validation
17562,2,validation
17686,2,validation
18118,2,validation
18195,2,validation
19845,2,validation
20404,2,validation
20542,2,validation
21576,2,validation
118,2,validation
309,2,validation
456,2,validation
992,2,validation
1360,2,validation
1667,2,validation
2743,2,validation
3060,2,validation
3834,2,validation
4025,2,validation
4219,2,validation
4524,2,validation
4561,2,validation
4699,2,validation
5206,2,validation
5410,2,validation
5739,2,validation
6060,2,validation
6665,2,validation
7394,2,validation
7570,2,validation
8351,2,validation
9991,2,validation
10038,2,validation
10903,2,validation
12862,2,validation
12901,2,validation
13074,2,validation
13626,2,validation
13694,2,validation
13783,2,validation
14020,2,validation
14064,2,validation
14232,2,validation
16152,2,validation
16970,2,validation
17635,2,validation
17959,2,validation
17994,2,validation
18725,2,validation
19221,2,validation
19371,2,validation
19491,2,validation
20028,2,validation
20070,2,validation
20376,2,validation
20506,2,validation
20942,2,validation
21225,2,validation
1105,2,validation
1517,2,validation
2325,2,validation
3833,2,validation
4708,2,validation
5089,2,validation
5465,2,validation
5741,2,validation
5764,2,validation
5942,2,validation
6023,2,validation
6637,2,validation
7440,2,validation
8775,2,validation
8802,2,validation
8857,2,validation
9045,2,validation
9339,2,validation
9840,2,validation
10362,2,validation
11535,2,validation
11684,2,validation
13446,2,validation
13492,2,validation
13645,2,validation
15770,2,validation
15849,2,validation
16414,2,validation
17977,2,validation
18429,2,validation
18446,2,validation
18580,2,validation
19656,2,validation
19691,2,validation
21173,2,validation
21470,2,validation
12088,2,validation
945,2,validation
2267,2,validation
2481,2,validation
2550,2,validation
3355,2,validation
3946,2,validation
4446,2,validation
5228,2,validation
5382,2,validation
5818,2,validation
6829,2,validation
7614,2,validation
7741,2,validation
7953,2,validation
8415,2,validation
8671,2,validation
10219,2,validation
11040,2,validation
11098,2,validation
11871,2,validation
12379,2,validation
12389,2,validation
12465,2,validation
12738,2,validation
13030,2,validation
13458,2,validation
13546,2,validation
14439,2,validation
14585,2,validation
15525,2,validation
15837,2,validation
15928,2,validation
16085,2,validation
16465,2,validation
16837,2,validation
17699,2,validation
18413,2,validation
18659,2,validation
18694,2,validation
19298,2,validation
19374,2,validation
20715,2,validation
198,2,validation
618,2,validation
734,2,validation
1288,2,validation
1331,2,validation
1598,2,validation
1878,2,validation
2574,2,validation
3458,2,validation
3865,2,validation
3913,2,validation
5282,2,validation
5671,2,validation
5791,2,validation
5985,2,validation
6167,2,validation
6218,2,validation
7480,2,validation
7676,2,validation
8742,2,validation
9036,2,validation
9097,2,validation
9127,2,validation
9450,2,validation
10163,2,validation
10611,2,validation
10817,2,validation
11224,2,validation
11495,2,validation
11703,2,validation
13284,2,validation
14120,2,validation
14615,2,validation
15851,2,validation
16024,2,validation
16281,2,validation
16535,2,validation
20080,2,validation
20102,2,validation
20440,2,validation
20656,2,validation
20901,2,validation
21540,2,validation
213,2,validation
615,2,validation
843,2,validation
1075,2,validation
1095,2,validation
1130,2,validation
2465,2,validation
2728,2,validation
3663,2,validation
5035,2,validation
6281,2,validation
7246,2,validation
7793,2,validation
7914,2,validation
8183,2,validation
8601,2,validation
8627,2,validation
8806,2,validation
9248,2,validation
9808,2,validation
10424,2,validation
10483,2,validation
11018,2,validation
11351,2,validation
12199,2,validation
12774,2,validation
12926,2,validation
12973,2,validation
13184,2,validation
14160,2,validation
14300,2,validation
14681,2,validation
15371,2,validation
15389,2,validation
15523,2,validation
17193,2,validation
17368,2,validation
17987,2,validation
18186,2,validation
18621,2,validation
18707,2,validation
19253,2,validation
19622,2,validation
19675,2,validation
19874,2,validation
20128,2,validation
20151,2,validation
20391,2,validation
20696,2,validation
21174,2,validation
21186,2,validation
7,2,validation
215,2,validation
228,2,validation
304,2,validation
802,2,validation
3213,2,validation
3721,2,validation
4254,2,validation
4374,2,validation
4600,2,validation
4898,2,validation
5511,2,validation
5844,2,validation
6646,2,validation
6725,2,validation
6935,2,validation
7753,2,validation
7762,2,validation
8088,2,validation
8685,2,validation
8935,2,validation
9617,2,validation
9892,2,validation
10040,2,validation
10555,2,validation
11125,2,validation
11395,2,validation
13377,2,validation
13445,2,validation
13488,2,validation
14579,2,validation
15115,2,validation
15463,2,validation
15551,2,validation
16031,2,validation
17106,2,validation
17294,2,validation
17599,2,validation
17767,2,validation
18326,2,validation
19157,2,validation
19638,2,validation
20088,2,validation
20527,2,validation
21561,2,validation
173,2,validation
1347,2,validation
1670,2,validation
1710,2,validation
1874,2,validation
1899,2,validation
2480,2,validation
2520,2,validation
3127,2,validation
3492,2,validation
4136,2,validation
4153,2,validation
5041,2,validation
5259,2,validation
5757,2,validation
6031,2,validation
6328,2,validation
7328,2,validation
7688,2,validation
8540,2,validation
8578,2,validation
9085,2,validation
9348,2,validation
9358,2,validation
9859,2,validation
10121,2,validation
10788,2,validation
10809,2,validation
11166,2,validation
11187,2,validation
12072,2,validation
12824,2,validation
15158,2,validation
15254,2,validation
15438,2,validation
15623,2,validation
15868,2,validation
16009,2,validation
16271,2,validation
16296,2,validation
17353,2,validation
17500,2,validation
17540,2,validation
17687,2,validation
19091,2,validation
19322,2,validation
20101,2,validation
20254,2,validation
20424,2,validation
20961,2,validation
21311,2,validation
21611,2,validation
14862,2,validation
2117,2,validation
3887,2,validation
7769,2,validation
12720,2,validation
14745,2,validation
19701,2,validation
20585,2,validation
921,2,validation
939,2,validation
1755,2,validation
2827,2,validation
3276,2,validation
4026,2,validation
4732,2,validation
5805,2,validation
6081,2,validation
6595,2,validation
7547,2,validation
7582,2,validation
7595,2,validation
7636,2,validation
7925,2,validation
8059,2,validation
8353,2,validation
8907,2,validation
8930,2,validation
9400,2,validation
9709,2,validation
9770,2,validation
10078,2,validation
12339,2,validation
12921,2,validation
13276,2,validation
13406,2,validation
13574,2,validation
13781,2,validation
14109,2,validation
14850,2,validation
15017,2,validation
15659,2,validation
15872,2,validation
16978,2,validation
17148,2,validation
17826,2,validation
17878,2,validation
18188,2,validation
19182,2,validation
19897,2,validation
20648,2,validation
20719,2,validation
20904,2,validation
21076,2,validation
21489,2,validation
383,2,validation
637,2,validation
662,2,validation
757,2,validation
783,2,validation
978,2,validation
2096,2,validation
3743,2,validation
3856,2,validation
4135,2,validation
4185,2,validation
4752,2,validation
4952,2,validation
5571,2,validation
5851,2,validation
5997,2,validation
6687,2,validation
8123,2,validation
8209,2,validation
8349,2,validation
8441,2,validation
8835,2,validation
9115,2,validation
9168,2,validation
9342,2,validation
10444,2,validation
11020,2,validation
11502,2,validation
11656,2,validation
11682,2,validation
13637,2,validation
14180,2,validation
14241,2,validation
14377,2,validation
15454,2,validation
15494,2,validation
15865,2,validation
16413,2,validation
16637,2,validation
16711,2,validation
16808,2,validation
17246,2,validation
17844,2,validation
18361,2,validation
18620,2,validation
18821,2,validation
19409,2,validation
19707,2,validation
19756,2,validation
19824,2,validation
19936,2,validation
20184,2,validation
20242,2,validation
20857,2,validation
20953,2,validation
810,2,validation
1027,2,validation
1796,2,validation
2813,2,validation
2934,2,validation
4033,2,validation
4706,2,validation
5271,2,validation
6940,2,validation
7208,2,validation
7465,2,validation
7589,2,validation
7630,2,validation
7877,2,validation
8047,2,validation
8146,2,validation
8527,2,validation
9717,2,validation
9795,2,validation
10910,2,validation
11103,2,validation
11161,2,validation
11900,2,validation
11935,2,validation
12902,2,validation
12949,2,validation
13187,2,validation
13378,2,validation
13405,2,validation
13936,2,validation
14114,2,validation
14157,2,validation
14218,2,validation
14309,2,validation
14367,2,validation
14524,2,validation
15465,2,validation
15666,2,validation
16096,2,validation
17471,2,validation
17514,2,validation
18025,2,validation
18626,2,validation
18663,2,validation
19190,2,validation
19198,2,validation
19473,2,validation
19858,2,validation
571,2,validation
745,2,validation
1065,2,validation
1385,2,validation
2282,2,validation
2784,2,validation
3508,2,validation
3511,2,validation
3592,2,validation
4043,2,validation
4048,2,validation
4331,2,validation
4845,2,validation
5185,2,validation
5283,2,validation
5450,2,validation
5882,2,validation
6040,2,validation
6155,2,validation
6648,2,validation
6694,2,validation
7248,2,validation
7417,2,validation
9028,2,validation
9586,2,validation
9878,2,validation
10158,2,validation
10632,2,validation
12127,2,validation
12274,2,validation
12924,2,validation
13182,2,validation
13269,2,validation
14320,2,validation
14534,2,validation
14652,2,validation
15528,2,validation
15790,2,validation
17065,2,validation
17269,2,validation
18242,2,validation
19695,2,validation
19740,2,validation
19881,2,validation
20314,2,validation
20471,2,validation
21275,2,validation
21577,2,validation
10610,2,excluded_overlap
1464,2,excluded_overlap
13617,2,excluded_overlap
12920,2,excluded_overlap
3540,2,excluded_overlap
12338,2,excluded_overlap
6345,2,excluded_overlap
14366,2,excluded_overlap
345,2,excluded_overlap
93,2,excluded_overlap
717,2,excluded_overlap
7792,2,excluded_overlap
13183,2,excluded_overlap
6789,2,excluded_overlap
5756,2,excluded_overlap
3623,2,excluded_overlap
10253,2,excluded_overlap
7245,2,excluded_overlap
9114,2,excluded_overlap
12388,2,excluded_overlap
15277,2,excluded_overlap
8505,2,excluded_overlap
172,3,train
312,3,train
502,3,train
775,3,train
1041,3,train
1393,3,train
2487,3,train
2580,3,train
3323,3,train
3714,3,train
3723,3,train
4335,3,train
4964,3,train
5002,3,train
5043,3,train
5613,3,train
5657,3,train
5956,3,train
6311,3,train
6424,3,train
6661,3,train
6711,3,train
7323,3,train
7734,3,train
7942,3,train
7961,3,train
8300,3,train
8326,3,train
8892,3,train
9587,3,train
9596,3,train
10246,3,train
10701,3,train
11503,3,train
11577,3,train
11891,3,train
11907,3,train
12366,3,train
12496,3,train
13108,3,train
13648,3,train
13980,3,train
14088,3,train
14817,3,train
15127,3,train
15556,3,train
15921,3,train
16316,3,train
16768,3,train
16880,3,train
16923,3,train
17038,3,train
17055,3,train
17400,3,train
17402,3,train
17480,3,train
18690,3,train
19066,3,train
19566,3,train
19677,3,train
19830,3,train
20149,3,train
20559,3,train
20602,3,train
21161,3,train
21287,3,train
21390,3,train
8110,3,train
8520,3,train
13166,3,train
15891,3,train
3827,3,train
4893,3,train
9661,3,train
14295,3,train
15050,3,train
187,3,train
358,3,train
606,3,train
1278,3,train
1425,3,train
1702,3,train
1774,3,train
1896,3,train
2342,3,train
2527,3,train
2533,3,train
3063,3,train
3174,3,train
3380,3,train
3415,3,train
3753,3,train
3859,3,train
3968,3,train
4169,3,train
4759,3,train
5144,3,train
5396,3,train
5699,3,train
6014,3,train
6114,3,train
6304,3,train
6650,3,train
6859,3,train
6959,3,train
6970,3,train
7505,3,train
7859,3,train
8084,3,train
8166,3,train
8372,3,train
9061,3,train
9126,3,train
9282,3,train
9402,3,train
9557,3,train
10066,3,train
10208,3,train
10573,3,train
10926,3,train
10927,3,train
11299,3,train
11444,3,train
11485,3,train
11607,3,train
11759,3,train
11944,3,train
12161,3,train
12660,3,train
12732,3,train
12777,3,train
13025,3,train
13285,3,train
13809,3,train
13946,3,train
14156,3,train
14197,3,train
14204,3,train
14212,3,train
14869,3,train
16016,3,train
16106,3,train
16775,3,train
16946,3,train
18428,3,train
19511,3,train
19796,3,train
19968,3,train
20053,3,train
20338,3,train
20341,3,train
20381,3,train
20445,3,train
20475,3,train
20554,3,train
20745,3,train
20762,3,train
20955,3,train
21100,3,train
428,3,train
773,3,train
1118,3,train
1260,3,train
1381,3,train
1699,3,train
1831,3,train
2022,3,train
2180,3,train
2616,3,train
2622,3,train
2685,3,train
2966,3,train
3189,3,train
3314,3,train
3448,3,train
3640,3,train
3719,3,train
4595,3,train
4654,3,train
4678,3,train
5352,3,train
5584,3,train
5598,3,train
6296,3,train
6490,3,train
6625,3,train
7583,3,train
8582,3,train
8636,3,train
8766,3,train
8901,3,train
9043,3,train
9089,3,train
9153,3,train
9301,3,train
9327,3,train
9513,3,train
10132,3,train
10226,3,train
10257,3,train
10270,3,train
10511,3,train
10575,3,train
10774,3,train
12042,3,train
12115,3,train
12195,3,train
12258,3,train
12622,3,train
13953,3,train
14352,3,train
14707,3,train
14764,3,train
14955,3,train
15001,3,train
15044,3,train
15130,3,train
15262,3,train
15293,3,train
15416,3,train
15606,3,train
15651,3,train
15842,3,train
15947,3,train
15972,3,train
16175,3,train
17031,3,train
17082,3,train
17213,3,train
17321,3,train
17459,3,train
17857,3,train
18115,3,train
18378,3,train
19076,3,train
19610,3,train
19683,3,train
19868,3,train
20049,3,train
20846,3,train
21148,3,train
21496,3,train
139,3,train
160,3,train
657,3,train
1147,3,train
1171,3,train
1401,3,train
1547,3,train
2224,3,train
2878,3,train
3533,3,train
3765,3,train
3848,3,train
4096,3,train
4675,3,train
4728,3,train
4815,3,train
5060,3,train
5422,3,train
5928,3,train
6203,3,train
6642,3,train
6692,3,train
7125,3,train
7191,3,train
7853,3,train
7935,3,train
8342,3,train
8410,3,train
8430,3,train
8510,3,train
8818,3,train
9037,3,train
